a2004_abbrev_org,a2004_name_org,a2004_date de création,a2004_GPS_siege,a2004_longitude_siege,a2004_point_palladio,a2004_latitude_siege,a2004_nom_siege,a2004_members,a2004_population_org,a2004_soldats_org,a2004_mortsGuerre_org,a2004_depensesMilitairesPIB_org,a2004_exportations_org,a2004_importations_org,a2004_superficie_org,a2011_members,a2011_population_org,a2011_soldats_org,a2011_mortsGuerre_org,a2011_depensesMilitairesPIB_org,a2011_exportations_org,a2011_importations_org,a2011_superficie_org,a2018_members,a2018_population_org,a2018_soldats_org,a2018_mortsGuerre_org,a2018_depensesMilitairesPIB_org,a2018_exportations_org,a2018_importations_org,a2018_superficie_org
UNFICYP,United Nations Force in Cyprus,1964-03-04,,,,,,Canada\Argentina\Croatia\Uruguay\United Kingdom,139819441,432920,0,8.037432321254549,676.6180007,639.34235202,1.3229142E10,Canada\Argentina\Bolivia\Slovakia\Per\Austria\Brazil\Chile\Croatia\Hungary\Serbia\United Kingdom\Paraguay,440108633,1565080,0,17.574551705735583,4893.791371400001,4383.013368100001,2.543021E7,Canada\Argentina\Australia\Finland\Austria\Ireland\United Kingdom,156939813,438000,1,8.246053405561218,1622.3852457,1684.088654,2.116586E7
UNIDO,United Nations Industrial Development Organization,1966-11-17,POINT(16.373064 48.20833),16.373064000000003,"48.20833, 16.373064",48.20833,Vienna,East Timor\Cambodia\Swaziland\Argentina\Bolivia\Turkmenistan\Bahrain\Rwanda\Togo\Japan\Guatemala\Kuwait\Jordan\Dominica\Liberia\Maldives\Pakistan\Oman\Tanzania\Monaco\New Zealand\Jamaica\Albania\Congo\Republic of the\United Arab Emirates\India\Nicaragua\Lesotho\Saint Vincent and the Grenadines\Kenya\Saint Lucia\Afghanistan\Bangladesh\Mauritania\Somalia\Per\Laos\Cuba\Cameroon\Saint Kitts and Nevis\Burkina Faso\China\Armenia\Dominican Republic\Ghana\Tonga\Libya\Central African Republic\Mauritius\Mali\Angola\Chad\South Africa\Qatar\Malaysia\Barbados\Uganda\Brazil\Guinea\Panama\Congo\Democratic Republic of the\Costa Rica\Luxembourg\Nigeria\Ecuador\Iran\El Salvador\Chile\Haiti\Belize\Sierra Leone\Georgia\Mexico\Namibia\Moldova\Morocco\Croatia\Mongolia\Thailand\Switzerland\Grenada\Korea\North\Iraq\Portugal\Uruguay\Korea\South\Tunisia\Djibouti\Spain\Colombia\Burundi\Fiji\Madagascar\Italy\Vanuat\Netherlands\Suriname\Venezuela\Israel\Indonesia\Zambia\Mozambique\Papua New Guinea\Malawi\Trinidad and Tobago\Zimbabwe\Philippines\Eritrea\Kyrgyzstan\Macedonia\Paraguay\Guyana\Syria\Burma\Honduras\Egypt\Botswana\United Kingdom\Gambia\The\Greece\Sri Lanka\Gabon\Comoros,4999337923,14942612,11643,179.38474014854583,17622.588145350004,16052.13471573,3.12099836E12,"Guinea-Bissa\Lithuania\Cambodia\Ethiopia\Swaziland\Argentina\Bolivia\Bahamas\The\Burkina Faso\Turkmenistan\Bahrain\Saudi Arabia\Rwanda\Congo\Republic Of The\Japan\Cape Verde\Guatemala\Kuwait\Dominica\Liberia\Maldives\Pakistan\Oman\Tanzania\Vietnam\Saint Kitts And Nevis\Gabon\Monaco\Senegal\New Zealand\Yemen\Jamaica\Albania\Samoa\United Arab Emirates\Uruguay\India\Azerbaijan\Madagascar\Lesotho\Saint Vincent And The Grenadines\Kenya\Tajikistan\Turkey\Afghanistan\Bangladesh\Mauritania\Saint Lucia\Congo\Democratic Republic Of The\Tonga\France\Slovakia\Somalia\Per\Laos\Seychelles\Norway\Malawi\Benin\Cuba\Cameroon\Montenegro\Togo\China\Armenia\Dominican Republic\Ukraine\Ghana\Finland\Libya\Central African Republic\Mauritius\Belarus\Poland\Russia\Bulgaria\Romania\Angola\Chad\South Africa\Cyprus\Sweden\Qatar\Malaysia\Uganda\Niger\Brazil\Guinea\Panama\Mali\Costa Rica\Luxembourg\Ireland\Nigeria\Ecuador\Czech Republic\Iran\Algeria\Slovenia\El Salvador\Jordan\Chile\Belgium\Haiti\Belize\Sierra Leone\Georgia\Mexico\Denmark\Philippines\Sao Tome And Principe\Moldova\Morocco\Croatia\Mongolia\Thailand\Switzerland\Grenada\Korea\North\Iraq\Portugal\Equatorial Guinea\Lebanon\Korea\South\Uzbekistan\Tunisia\Djibouti\Timor-Leste\Spain\Colombia\Burundi\Fiji\Barbados\Hungary\Italy\Bhutan\Sudan\Nepal\Malta\Netherlands\Bosnia And Herzegovina\Suriname\Venezuela\Israel\Indonesia\Zambia\Mozambique\Papua New Guinea\Zimbabwe\Germany\Vanuat\Kazakhstan\u""Cote DIvoire""\Eritrea\Kyrgyzstan\Macedonia\Sri Lanka\Guyana\Syria\Burma\Honduras\Egypt\Nicaragua\Serbia\Botswana\United Kingdom\Trinidad And Tobago\Gambia\The\Greece\Paraguay\Namibia\Comoros",6497605874,19546719,20944,221.72720069013795,67816.88170751999,61942.64948649999,1.05792382E8,Canada\Brazil\Sao Tome and Principe\Cambodia\Ethiopia\Belize\Argentina\Bolivia\Cameroon\Burkina Faso\Bahrain\Saudi Arabia\Rwanda\Slovenia\Guatemala\Bosnia and Herzegovina\Guinea\Jordan\Spain\Australia\Liberia\Netherlands\Paraguay\Jamaica\Oman\Tanzania\Gambia\Bahamas\New Zealand\Yemen\Pakistan\Albania\United Arab Emirates\Uruguay\India\Azerbaijan\Madagascar\Saint Vincent and the Grenadines\Kenya\South Korea\Tajikistan\Turkey\Afghanistan\Czech Republic\Eritrea\Saint Lucia\Mongolia\France\Slovakia\Somalia\Per\Laos\Seychelles\Norway\Malawi\Benin\Montenegro\Saint Kitts and Nevis\Togo\Guinea-Bissa\China\Armenia\Dominican Republic\Ukraine\Ghana\Tonga\Indonesia\Libya\Cote dIvoire\Finland\Central African Republic\United States\Vietnam\Mali\Russia\Bulgaria\Mauritius\Romania\Angola\Portugal\Nicaragua\Sweden\Malaysia\Austria\Mozambique\Uganda\Hungary\Niger\Kuwait\Panama\Guyana\Costa Rica\Luxembourg\Cape Verde\Ireland\Nigeria\Ecuador\Bangladesh\Belarus\Iran\Algeria\El Salvador\Zaire\Chile\Belgium\Thailand\Haiti\Iraq\Sierra Leone\Georgia\Denmark\Poland\Namibia\Moldova\Lesotho\Croatia\Switzerland\Grenada\Chad\Equatorial Guinea\Lebanon\Uzbekistan\Tunisia\Djibouti\Timor-Leste\Dominica\Colombia\Burundi\Cyprus\Barbados\Qatar\Italy\Bhutan\Sudan\Nepal\Malta\Maldives\Suriname\Venezuela\Swaziland\Israel\Zambia\Senegal\Papua New Guinea\Gabon\Zimbabwe\Germany\Vanuat\Philippines\Mauritania\Kyrgyzstan\Macedonia\North Korea\Trinidad and Tobago\Latvia\Japan\Syria\Morocco\Honduras\Myanmar\Mexico\Egypt\Cuba\Serbia\Comoros\United Kingdom\Congo\Greece\Sri Lanka\Fiji\Botswana,5665636523,20824000,34846,233.5109174671237,73545.40594124996,68178.17724549996,1.27556248E8
UNITAR,United Nations Institute for Training and Research,1963-12-11,POINT(6.15 46.2),6.15,"46.2, 6.15",46.2,Geneva,Japan\Kuwait\Pakistan\Monaco\China\Ghana\United States\South Africa\Brazil\Nigeria\Mexico\Morocco\Switzerland\Netherlands\Egypt\United Kingdom,2562850046,8045000,487,28.44824378888375,2090.652205,2114.5865633999997,3.5071459E10,Burkina Faso\Congo\Republic Of The\Guatemala\Jamaica\India\France\Norway\China\Russia\United States\South Africa\Brazil\Nigeria\Iran\Algeria\Switzerland,3613730677,8818892,1024,23.535387128302823,5778.2874816,5475.9972378,5.6149471E7,Canada\Argentina\Netherlands\Jamaica\Pakistan\India\France\Norway\China\Libya\Cote dIvoire\United States\Russia\Sweden\Uganda\Belgium\Switzerland\Tunisia\Italy\Germany\Japan\Mexico\United Kingdom,3346773837,10049000,1078,33.40509247907711,6561.3037012,7199.4783935000005,6.005566E7
UNIFIL,United Nations Interim Force in Lebanon,1978-03-19,POINT(35.134166666 33.12),35.134166666,"33.12, 35.134166666",33.12,Naqoura,India\Ghana\Italy,1143885116,3069000,1374,4.901202781855505,474.5822737,479.3613677,3.82828E9,Cambodia\Guatemala\Tanzania\India\Turkey\Bangladesh\France\China\Ghana\Cyprus\Qatar\Malaysia\Ireland\Nigeria\Brunei\Slovenia\El Salvador\Belgium\Sierra Leone\Denmark\Croatia\Portugal\Korea\South\Spain\Hungary\Italy\Nepal\Indonesia\Germany\Macedonia\Greece,3696066217,9382350,1188,37.2400357076525,13071.868723399999,11388.8941947,2.1090791E7,France\Norway\Ghana\Finland\Ireland\Poland\Italy\Nepal\Fiji,208050844,1034000,4,11.721668565946324,2972.99618525,3220.0575057000005,2290083.0
UNIKOM,United Nations Iraq-Kuwait Observation Mission,1991-04-09,,,,,,,0,0,0,0.0,0.0,0.0,0.0,,0,0,0,0.0,0.0,0.0,0.0,Canada\Argentina\Pakistan\Uruguay\India\Kenya\Turkey\France\Singapore\China\Ghana\Indonesia\Finland\United States\Russia\Romania\Sweden\Malaysia\Austria\Hungary\Ireland\Nigeria\Bangladesh\Thailand\Denmark\Poland\Italy\Venezuela\Senegal\United Kingdom\Greece\Fiji,3714745965,11989000,2770,47.96803397790261,11474.950901199998,11853.4289538,6.24678496E7
UNMOGIP,United Nations Military Observer Group in India and Pakistan,1948-08-13,POINT(73.036944444 33.698888888),73.036944444,"33.698888888, 73.036944444",33.698888888,Islamabad,Chile\Croatia\Uruguay\Korea\South\Italy,130375715,615920,0,8.19152016787691,625.1735451,582.9780944199999,1.389422E9,Uruguay\Finland\Sweden\Chile\Philippines\Croatia\Korea\South\Italy,250634476,730150,350,11.060127344689269,1801.3028391999997,1895.2731643000002,2478411.0,Uruguay\South Korea\Finland\Sweden\Chile\Belgium\Denmark\Italy,149940832,593000,3,9.719501038372483,1764.4741987,1814.4285685,2193454.0
MINURSO,United Nations Mission for the Referendum in Western Sahara,1991-04-29,POINT(-13.2 27.15),-13.2,"27.15, -13.2",27.15,Laayoune,Argentina\Kenya\Bangladesh\Malaysia\Guinea\Ireland\Nigeria\El Salvador\Croatia\Mongolia\Uruguay\Greece\Sri Lanka,434286375,1183920,128,20.768788163494357,1796.6848949000002,1790.11204102,7.078663E9,Argentina\Pakistan\Yemen\Uruguay\Bangladesh\France\China\Ghana\Poland\Russia\Malaysia\Austria\Brazil\Guinea\Ireland\Nigeria\El Salvador\Jordan\Croatia\Mongolia\Korea\South\Djibouti\Hungary\Italy\Nepal\Sri Lanka\Honduras\Egypt\Greece\Paraguay,2728810998,6936330,3187,38.938477250163714,9416.0576539,9874.061107699998,4.6504511E7,Argentina\Guinea\Pakistan\Uruguay\Kenya\South Korea\France\Norway\Togo\China\Ghana\United States\Russia\Malaysia\Austria\Hungary\Ireland\Nigeria\Bangladesh\El Salvador\Belgium\Poland\Tunisia\Italy\Venezuela\Germany\Honduras\Egypt\Greece,2532779097,7166000,1458,39.529536364029504,9294.4774795,9245.4989912,4.6873583E7
UNMIH,United Nations Mission in Haiti,1993-09-23,,,,,,,0,0,0,0.0,0.0,0.0,0.0,,0,0,0,0.0,0.0,0.0,0.0,Canada\Belize\Argentina\Guatemala\Jordan\Netherlands\Jamaica\Bahamas\Pakistan\India\Saint Lucia\France\Benin\Saint Kitts and Nevis\Togo\United States\Mali\Russia\Austria\Guyana\Ireland\Bangladesh\Algeria\Djibouti\Barbados\Nepal\Suriname\Philippines\Trinidad and Tobago\Honduras,1941235075,6935000,2001,43.06025456394007,8443.45427985,10061.338514899999,4.9161347E7
UNMOT,United Nations Mission of Observers in Tajikistan,1994-12-16,POINT(68.786388888 38.573055555),68.786388888,"38.573055555, 68.786388888",38.573055555,Dushanbe,Uruguay,3399237,24920,0,2.0407280132366,127.7291149,89.84938542,1.7622E8,,0,0,0,0.0,0.0,0.0,0.0,Jordan\Uruguay\Ukraine\Bulgaria\Austria\Hungary\Bangladesh\Denmark\Poland\Switzerland,259115712,975000,234,19.122189959171063,4112.5564397,3780.7677954,1697966.0
UNOMIG,United Nations Observer Mission in Georgia,,POINT(41.015277777 43.003333333),41.015277777,"43.003333333, 41.015277777",43.003333333,Sukhumi,Jordan\Pakistan\Albania\Bangladesh\United States\Switzerland\Uruguay\Korea\South\Indonesia\Egypt\United Kingdom\Greece,1047657282,3759420,1294,24.11432961373227,1459.5586896000002,1461.0389629200001,1.4314046E10,,0,0,0,0.0,0.0,0.0,0.0,Jordan\Pakistan\Albania\Uruguay\South Korea\Turkey\Czech Republic\France\Indonesia\United States\Russia\Sweden\Austria\Hungary\Bangladesh\Denmark\Poland\Switzerland\Germany\Egypt\Cuba\United Kingdom\Greece,1366027525,5049000,674,35.100973834426206,7579.169962100001,6804.6577744999995,3.3984033E7
UNOMIL,United Nations Observer Mission in Liberia,1993-09-22,POINT(-10.804722222 6.310555555),-10.804722222,"6.310555555, -10.804722222",6.310555555,Monrovia,,0,0,0,0.0,0.0,0.0,0.0,,0,0,0,0.0,0.0,0.0,0.0,Jordan\Pakistan\Uruguay\India\Kenya\Czech Republic\Guinea-Bissa\China\Malaysia\Egypt,2422026550,6992000,1096,18.272041571614302,4617.1864949,5157.9647755999995,1.5982596E7
UNHCR,United Nations Office of the High Commissioner for Refugees,1949-12-03,,,,,,Canada\Argentina\Japan\Pakistan\Tanzania\New Zealand\India\Nicaragua\Lesotho\Kenya\Bangladesh\Somalia\China\United States\South Africa\Uganda\Brazil\Guinea\Congo\Democratic Republic of the\Nigeria\Ecuador\Australia\Iran\Chile\Mexico\Namibia\Morocco\Thailand\Switzerland\Tunisia\Spain\Colombia\Madagascar\Italy\Netherlands\Venezuela\Israel\Zambia\Mozambique\Philippines\Egypt\United Kingdom\Greece,4510262874,13438270,5191,74.30213703147854,6110.215424399999,5950.186694399999,1.720099678E12,"Canada\Ethiopia\Argentina\Japan\Holy See (Vatican City)\Pakistan\Tanzania\New Zealand\Yemen\India\Madagascar\Lesotho\Kenya\Turkey\Bangladesh\Congo\Democratic Republic Of The\France\Somalia\Norway\Benin\Montenegro\China\Ghana\Finland\Poland\Russia\United States\Romania\South Africa\Cyprus\Sweden\Austria\Uganda\Brazil\Guinea\Costa Rica\Luxembourg\Ireland\Nigeria\Ecuador\Australia\Iran\Algeria\Slovenia\Jordan\Chile\Belgium\Mexico\Denmark\Philippines\Moldova\Morocco\Thailand\Switzerland\Portugal\Estonia\Lebanon\Korea\South\Tunisia\Djibouti\Spain\Colombia\Hungary\Italy\Sudan\Netherlands\Venezuela\Israel\Zambia\Mozambique\Germany\u""Cote DIvoire""\Macedonia\Egypt\Nicaragua\Serbia\United Kingdom\Greece\Namibia",5730440181,15671345,8570,115.46783960613946,26293.541542400006,25600.097684500004,1.0255748344E8,Canada\Brazil\Ethiopia\Argentina\Spain\Australia\Netherlands\Tanzania\Pakistan\India\Madagascar\Turkey\France\Somalia\Norway\Montenegro\China\Finland\United States\Russia\Nicaragua\Sweden\Austria\Uganda\Hungary\Nigeria\Bangladesh\Iran\Algeria\Zaire\Belgium\Thailand\Denmark\Namibia\Lesotho\Switzerland\Lebanon\Tunisia\Colombia\Italy\Sudan\Venezuela\Holy See\Israel\Germany\Philippines\Japan\Morocco\Serbia\United Kingdom\Greece,4311861812,14177000,5786,83.2573755027844,16374.258010399999,17312.353191200007,9.118371244E7
UNPREDEP,United Nations Preventive Deployment Force,1995-03-31,POINT(21.433333333 41.983333333),21.433333333,"41.983333333, 21.433333333",41.983333333000004,Skopje,,0,0,0,0.0,0.0,0.0,0.0,,0,0,0,0.0,0.0,0.0,0.0,Canada\Brazil\Jordan\Spain\Netherlands\New Zealand\Pakistan\Kenya\France\Norway\Ukraine\Ghana\Indonesia\Finland\United States\Russia\Portugal\Sweden\Malaysia\Ireland\Nigeria\Bangladesh\Denmark\Poland\Switzerland\Egypt\United Kingdom,1611514068,5870000,1714,41.33486915188258,7821.745493099999,8169.117079899999,5.4845595E7
UNPROFOR,United Nations Protection Force,1992-02-28,POINT(15.95 45.8),15.95,"45.8, 15.95",45.8,Zagreb,,0,0,0,0.0,0.0,0.0,0.0,,0,0,0,0.0,0.0,0.0,0.0,Canada\Brazil\Jordan\Spain\Netherlands\New Zealand\Pakistan\Kenya\Czech Republic\France\Norway\Ukraine\Ghana\Indonesia\Finland\United States\Russia\Portugal\Sweden\Malaysia\Ireland\Nigeria\Bangladesh\Belgium\Denmark\Poland\Switzerland\Nepal\Germany\Egypt\United Kingdom,1737635577,6217000,1717,46.06083487423556,9146.65411075,10068.3108744,5.5452518E7
UNRWA,United Nations Relief and Works Agency for Palestine Refugees in the Near East,1949-12-08,POINT(35.933333333 31.95),35.933333333,"31.95, 35.933333333",31.95,Amman,Japan\Jordan\United States\Syria\Egypt\United Kingdom,580376778,2039000,0,12.114199091085748,548.7423469,554.3989214,1.1533003E10,Canada\Saudi Arabia\Japan\European Union\Turkey\France\Norway\Finland\United States\Sweden\Ireland\Australia\Jordan\Belgium\Denmark\Switzerland\Lebanon\Spain\Italy\Netherlands\Germany\Syria\Egypt\United Kingdom,1589471530,6599266,421,46.64981598483063,6099.825359800001,5577.172413399999,3.9772685E7,Jordan\Turkey\France\United States\Belgium\Lebanon\Japan\Syria\Egypt\United Kingdom,668560349,2815000,443,21.269419880550295,2514.2979552,2228.2477584,1.2639628E7
UNTSO,United Nations Truce Supervision Organization,1948-05-01,POINT(35.036944444 31.753888888),35.036944444,"31.753888888, 35.036944444",31.753888888000002,Jerusalem District,Canada\Argentina\New Zealand\China\United States\Australia\Chile\Switzerland\Italy\Netherlands,1785085283,6079000,0,17.70469867080444,1499.2734113,1463.8213713,4.1076464E10,Canada\Argentina\New Zealand\France\Slovakia\Norway\China\Finland\Russia\United States\Sweden\Austria\Ireland\Australia\Slovenia\Chile\Belgium\Denmark\Switzerland\Estonia\Italy\Nepal\Netherlands,2144293529,5899700,0,31.716600969613843,6042.5850267000005,6108.7292173,6.0589365E7,Canada\Argentina\Australia\Netherlands\New Zealand\France\Norway\China\Finland\United States\Russia\Sweden\Austria\Ireland\Chile\Belgium\Denmark\Switzerland\Italy,1908248252,5291000,8,24.844020828336976,4925.3313361,5037.2714804,5.9766084E7
UNU,United Nations University,1973-12-06,POINT(139.692222222 35.689722222),139.692222222,"35.689722222, 139.692222222",35.689722222,Tokyo,,0,0,0,0.0,0.0,0.0,0.0,,0,0,0,0.0,0.0,0.0,0.0,Canada\Brazil\Ethiopia\Argentina\Guatemala\Spain\Australia\Netherlands\India\Kenya\South Korea\France\China\Ghana\United States\Hungary\Costa Rica\Nigeria\Bangladesh\Chile\Thailand\Switzerland\Colombia\Sudan\Venezuela\Iceland\Philippines\Trinidad and Tobago\Japan\Mexico\United Kingdom\Sri Lanka,3736582483,11728000,2909,39.69815016677752,10551.8039306,12017.3554039,6.3949095E7
UPU,Universal Postal Union,1874-10-09,POINT(7.44743 46.94798),7.447430000000001,"46.94798, 7.44743",46.94798,Bern,Canada\East Timor\Saint Helena\Cambodia\Swaziland\Argentina\Bolivia\Turkmenistan\Bahrain\Rwanda\Togo\Japan\Guatemala\Virgin Islands\Kuwait\Jordan\Dominica\Liberia\Maldives\Pakistan\Oman\Tanzania\French Guiana\Niue\Monaco\Wallis and Futuna\New Zealand\Jamaica\Albania\Congo\Republic of the\United Arab Emirates\Guam\India\Nicaragua\Lesotho\Saint Vincent and the Grenadines\Kenya\Saint Lucia\Afghanistan\Bangladesh\Mauritania\Solomon Islands\Turks and Caicos Islands\Saint Pierre and Miquelon\San Marino\French Polynesia\Bermuda\Somalia\Per\Laos\Cook Islands\Cuba\Cameroon\Saint Kitts and Nevis\Burkina Faso\Mayotte\China\Armenia\Dominican Republic\Ghana\Tonga\Libya\Cayman Islands\Central African Republic\New Caledonia\Mauritius\Man\Isle of\Liechtenstein\British Virgin Islands\Mali\United States\Angola\Chad\South Africa\Tokela\Qatar\Malaysia\Barbados\Uganda\Brazil\Faroe Islands\Guinea\Panama\Congo\Democratic Republic of the\Costa Rica\Luxembourg\American Samoa\Gibraltar\Nigeria\Ecuador\Brunei\Australia\Iran\El Salvador\Tuval\Pitcairn Islands\Chile\Kiribati\Haiti\Belize\Sierra Leone\Georgia\Mexico\Namibia\Moldova\Morocco\Croatia\Mongolia\Guernsey\Thailand\Switzerland\Grenada\Korea\North\Iraq\Portugal\Uruguay\Norfolk Island\Korea\South\Tunisia\Djibouti\Greenland\Antigua and Barbuda\Spain\Colombia\Reunion\Burundi\Fiji\Falkland Islands (Islas Malvinas)\Madagascar\Italy\Vanuat\Netherlands\Suriname\Anguilla\Venezuela\Naur\Israel\Indonesia\Iceland\Zambia\Samoa\Mozambique\Papua New Guinea\Malawi\Trinidad and Tobago\Zimbabwe\Martinique\Philippines\Eritrea\Kyrgyzstan\Montserrat\Macedonia\Paraguay\Guyana\Syria\Burma\Honduras\Egypt\Singapore\Botswana\United Kingdom\Gambia\The\Greece\Sri Lanka\Gabon\Comoros,5353644974,16703782,11643,190.52249298704024,20182.36073998001,18921.83313356,3.150753564E12,"Canada\Saint Martin\Guinea-Bissa\Lithuania\Cambodia\Ethiopia\Aruba\Swaziland\Argentina\Bolivia\Bahamas\The\Burkina Faso\Turkmenistan\Bahrain\Saudi Arabia\Rwanda\Congo\Republic Of The\Japan\Cape Verde\Saint Pierre And Miquelon\Guatemala\Kuwait\Holy See (Vatican City)\Saint Barthelemy\Dominica\Liberia\Maldives\Pakistan\Oman\Tanzania\Vietnam\Saint Kitts And Nevis\Gabon\Niue\Monaco\Senegal\New Zealand\Yemen\Jamaica\Albania\Samoa\Maca\United Arab Emirates\Guam\Uruguay\India\Azerbaijan\Madagascar\Lesotho\Saint Vincent And The Grenadines\Saint Helena\Ascension\And Tristan Da Cunha\Kenya\Tajikistan\Turkey\Afghanistan\Bangladesh\Mauritania\Solomon Islands\Saint Lucia\Congo\Democratic Republic Of The\Tonga\French Polynesia\France\Bermuda\Slovakia\Somalia\Per\Laos\Naur\Seychelles\Norway\Malawi\Cook Islands\Benin\Wallis And Futuna\Cuba\Cameroon\Montenegro\Togo\Virgin Islands\China\Armenia\Dominican Republic\Ukraine\Ghana\Finland\Libya\Cayman Islands\Central African Republic\New Caledonia\Mauritius\Liechtenstein\Belarus\Antigua And Barbuda\Poland\Russia\Bulgaria\United States\Romania\Angola\Chad\South Africa\Tokela\Cyprus\Sweden\Qatar\Malaysia\Austria\Latvia\Uganda\British Virgin Islands\Niger\Brazil\Turks And Caicos Islands\San Marino\Faroe Islands\Guinea\Panama\Mali\Costa Rica\Luxembourg\American Samoa\Gibraltar\Ireland\Nigeria\Ecuador\Czech Republic\Brunei\Australia\Iran\Algeria\Slovenia\El Salvador\Tuval\Pitcairn Islands\Jordan\Chile\Puerto Rico\Belgium\Kiribati\Haiti\Belize\Hong Kong\Sierra Leone\Georgia\Mexico\Denmark\Philippines\Sao Tome And Principe\Moldova\Morocco\Croatia\Mongolia\Guernsey\Thailand\Switzerland\Grenada\Korea\North\Iraq\Portugal\Estonia\Norfolk Island\Equatorial Guinea\Lebanon\Korea\South\Uzbekistan\Tunisia\Djibouti\Greenland\Timor-Leste\Spain\Colombia\Burundi\Fiji\Northern Mariana Islands\Barbados\Falkland Islands (Islas Malvinas)\Hungary\Isle Of Man\Italy\Bhutan\Sudan\Nepal\Malta\Netherlands\Bosnia And Herzegovina\Suriname\Anguilla\Venezuela\Israel\Indonesia\Iceland\Zambia\Mozambique\Papua New Guinea\Zimbabwe\Germany\Vanuat\Kazakhstan\u""Cote DIvoire""\Eritrea\Kyrgyzstan\Montserrat\Macedonia\Sri Lanka\Guyana\Syria\Burma\Honduras\Egypt\Nicaragua\Singapore\Serbia\Botswana\United Kingdom\Trinidad And Tobago\Gambia\The\Greece\Paraguay\Namibia\Comoros",6897972592,21371879,20944,236.01593641149785,73521.81666005401,67515.28865768,1.3590273214E8,Canada\Brazil\Sao Tome and Principe\Turkmenistan\Saint Helena\Kazakstan\Lithuania\Cambodia\Ethiopia\Aruba\Belize\Argentina\Bolivia\Cameroon\Burkina Faso\Bahrain\Saudi Arabia\Rwanda\American Samoa\Slovenia\Guatemala\Bosnia and Herzegovina\Guinea\Jordan\Spain\Australia\Liberia\Netherlands\Paraguay\Jamaica\Oman\Tanzania\Gambia\Monaco\Bahamas\Wallis and Futuna\New Zealand\Yemen\Pakistan\Albania\Maca\United Arab Emirates\Guam\Uruguay\India\Azerbaijan\Madagascar\Saint Vincent and the Grenadines\Kenya\South Korea\Tajikistan\Turkey\Afghanistan\Czech Republic\Eritrea\Solomon Islands\Turks and Caicos Islands\Saint Lucia\San Marino\Mongolia\France\Bermuda\Slovakia\Somalia\Per\Laos\Naur\Seychelles\Norway\Malawi\Cook Islands\Benin\Singapore\Montenegro\Saint Kitts and Nevis\Togo\Guinea-Bissa\China\Armenia\Antigua and Barbuda\Dominican Republic\Ukraine\Ghana\Tonga\Indonesia\Libya\Cote dIvoire\Finland\Central African Republic\United States\Liechtenstein\Vietnam\British Virgin Islands\Mali\Russia\Bulgaria\Mauritius\Romania\Angola\Portugal\South Africa\Nicaragua\Sweden\Malaysia\Austria\Mozambique\Uganda\Hungary\Niger\Saint Martin\Falkland Islands\Kuwait\Panama\Guyana\Costa Rica\Luxembourg\Cape Verde\Ireland\Nigeria\Ecuador\Bangladesh\Brunei\Belarus\Iran\Algeria\El Salvador\Tuval\Zaire\Pitcairn Islands\Chile\Puerto Rico\Belgium\Thailand\Haiti\Iraq\Hong Kong\Sierra Leone\Georgia\Denmark\Poland\Namibia\Moldova\Netherlands Antilles\Lesotho\Croatia\Kiribati\Switzerland\Grenada\Chad\Estonia\Equatorial Guinea\Lebanon\Uzbekistan\Tunisia\Djibouti\Timor-Leste\Dominica\Colombia\Burundi\Cyprus\Barbados\Qatar\Italy\Bhutan\Sudan\Nepal\Malta\Maldives\Suriname\Cayman Islands\Anguilla\Venezuela\Swaziland\Holy See\Israel\Iceland\Zambia\Samoa\Senegal\Papua New Guinea\Gabon\Zimbabwe\Germany\Vanuat\Philippines\Mauritania\Kyrgyzstan\Mayotte\Montserrat\New Caledonia\Macedonia\North Korea\Trinidad and Tobago\Latvia\South Sudan\Japan\Syria\Morocco\Honduras\Myanmar\Mexico\Egypt\Cuba\Serbia\Comoros\United Kingdom\Congo\Greece\Sri Lanka\Fiji\Botswana\Niue,5759462656,21252000,35382,242.98186144660244,78411.71447035998,73692.68444985998,1.3292419853999999E8
WADB,West African Development Bank,1973-11-14,POINT(1.222777777 6.131944444),1.2227777770000001,"6.131944444, 1.222777777",6.131944444,Lomé,Togo\Burkina Faso\Mali,31088420,30000,0,4.41746911667926,573.4449215,533.6029762000001,1.24330985E11,"Guinea-Bissa\Burkina Faso\Senegal\Togo\Niger\Mali\u""Cote DIvoire""",89896876,68650,141,10.005333464574479,3338.9198329,2807.846858,3393487.0,Burkina Faso\Benin\Togo\Cote dIvoire\Mali\Niger\Senegal,63524838,107000,634,13.424964336477641,4294.9691297,3953.4705376,3469260.0
WEU,Western European Union,1954-10-23,POINT(4.3525 50.846666666),4.3525,"50.846666666, 4.3525",50.846666666000004,Brussels metropolitan area,France\Luxembourg\Belgium\Portugal\Spain\Italy\Netherlands\Iceland\Germany\United Kingdom\Greece,350052592,1860512,0,17.03249334213227,1670.2852295,1656.6883663,2.356854E9,,0,0,0,0.0,0.0,0.0,0.0,Lithuania\Spain\Netherlands\Turkey\Czech Republic\France\Slovakia\Norway\Finland\Bulgaria\Romania\Portugal\Sweden\Austria\Hungary\Luxembourg\Ireland\Belgium\Denmark\Poland\Estonia\Italy\Iceland\Germany\Latvia\United Kingdom\Greece,543712209,2543000,443,37.463996177297304,10282.521702099997,8898.047370299999,5497251.0
